Date,Actual,Predicted,all_dates,dates,real_dates
2000-12-05,395.479,387.781,2000-12-05,2000-12-05,
2000-12-06,395.596,389.255,2000-12-06,2000-12-06,
2000-12-07,395.715,388.149,2000-12-07,2000-12-07,
2000-12-08,395.836,390.729,2000-12-08,2000-12-08,
2000-12-09,395.959,387.965,2000-12-09,2000-12-09,
2000-12-10,396.083,393.264,2000-12-10,2000-12-10,
2000-12-11,396.209,393.318,2000-12-11,2000-12-11,
2000-12-12,396.337,395.438,2000-12-12,2000-12-12,
2000-12-13,396.465,393.756,2000-12-13,2000-12-13,
2000-12-14,396.595,396.312,2000-12-14,2000-12-14,
2000-12-15,396.726,398.805,2000-12-15,2000-12-15,
2000-12-16,396.858,396.528,2000-12-16,2000-12-16,
2000-12-17,396.991,395.560,2000-12-17,2000-12-17,
2000-12-18,397.124,396.523,2000-12-18,2000-12-18,
2000-12-19,397.258,396.658,2000-12-19,2000-12-19,
2000-12-20,397.393,395.295,2000-12-20,2000-12-20,
2000-12-21,397.528,394.077,2000-12-21,2000-12-21,
2000-12-22,397.664,393.521,2000-12-22,2000-12-22,
2000-12-23,397.800,393.255,2000-12-23,2000-12-23,
2000-12-24,397.936,393.490,2000-12-24,2000-12-24,
2000-12-25,398.072,393.189,2000-12-25,2000-12-25,
2000-12-26,398.208,392.227,2000-12-26,2000-12-26,
2000-12-27,398.345,391.374,2000-12-27,2000-12-27,
2000-12-28,398.481,392.923,2000-12-28,2000-12-28,
2000-12-29,398.616,390.581,2000-12-29,2000-12-29,
2000-12-30,398.752,393.590,2000-12-30,2000-12-30,
2000-12-31,398.887,390.735,2000-12-31,2000-12-31,
2001-01-01,399.021,393.963,2001-01-01,2001-01-01,
2001-01-02,399.155,393.281,2001-01-02,2001-01-02,
2001-01-03,399.288,394.162,2001-01-03,2001-01-03,
2001-01-04,399.421,393.599,2001-01-04,2001-01-04,
2001-01-05,399.553,393.105,2001-01-05,2001-01-05,
2001-01-06,399.683,387.882,2001-01-06,2001-01-06,
2001-01-07,399.813,391.938,2001-01-07,2001-01-07,
2001-01-08,399.942,388.755,2001-01-08,2001-01-08,
2001-01-09,400.069,393.719,2001-01-09,2001-01-09,
2001-01-10,400.196,393.968,2001-01-10,2001-01-10,
2001-01-11,400.321,396.406,2001-01-11,2001-01-11,
2001-01-12,400.445,394.895,2001-01-12,2001-01-12,
2001-01-13,400.567,397.145,2001-01-13,2001-01-13,
2001-01-14,400.688,394.988,2001-01-14,2001-01-14,
2001-01-15,400.807,396.992,2001-01-15,2001-01-15,
2001-01-16,400.925,395.489,2001-01-16,2001-01-16,
2001-01-17,401.041,396.422,2001-01-17,2001-01-17,
2001-01-18,401.155,395.956,2001-01-18,2001-01-18,
2001-01-19,401.267,396.600,2001-01-19,2001-01-19,
2001-01-20,401.378,395.649,2001-01-20,2001-01-20,
2001-01-21,401.487,395.866,2001-01-21,2001-01-21,
2001-01-22,401.593,395.419,2001-01-22,2001-01-22,
2001-01-23,401.698,395.997,2001-01-23,2001-01-23,
2001-01-24,401.801,395.246,2001-01-24,2001-01-24,
2001-01-25,401.901,396.933,2001-01-25,2001-01-25,
2001-01-26,401.999,396.200,2001-01-26,2001-01-26,
2001-01-27,402.095,396.905,2001-01-27,2001-01-27,
2001-01-28,402.189,396.543,2001-01-28,2001-01-28,
2001-01-29,402.281,397.217,2001-01-29,2001-01-29,
2001-01-30,402.370,396.664,2001-01-30,2001-01-30,
2001-01-31,402.457,397.356,2001-01-31,2001-01-31,
2001-02-01,402.541,397.285,2001-02-01,2001-02-01,
2001-02-02,402.623,397.619,2001-02-02,2001-02-02,
2001-02-03,402.702,397.096,2001-02-03,2001-02-03,
2001-02-04,402.779,397.295,2001-02-04,2001-02-04,
2001-02-05,402.854,397.211,2001-02-05,2001-02-05,
2001-02-06,402.926,396.924,2001-02-06,2001-02-06,
2001-02-07,402.995,396.548,2001-02-07,2001-02-07,
2001-02-08,403.062,395.229,2001-02-08,2001-02-08,
2001-02-09,403.127,396.415,2001-02-09,2001-02-09,
2001-02-10,403.189,395.792,2001-02-10,2001-02-10,
2001-02-11,403.248,395.494,2001-02-11,2001-02-11,
2001-02-12,403.305,395.859,2001-02-12,2001-02-12,
2001-02-13,403.359,395.778,2001-02-13,2001-02-13,
2001-02-14,403.411,395.579,2001-02-14,2001-02-14,
2001-02-15,403.460,395.897,2001-02-15,2001-02-15,
2001-02-16,403.507,395.964,2001-02-16,2001-02-16,
2001-02-17,403.552,396.079,2001-02-17,2001-02-17,
2001-02-18,403.594,395.192,2001-02-18,2001-02-18,
2001-02-19,403.633,393.580,2001-02-19,2001-02-19,
2001-02-20,403.670,392.020,2001-02-20,2001-02-20,
2001-02-21,403.705,391.454,2001-02-21,2001-02-21,
2001-02-22,403.737,389.798,2001-02-22,2001-02-22,
2001-02-23,403.767,389.163,2001-02-23,2001-02-23,
2001-02-24,403.795,389.541,2001-02-24,2001-02-24,
2001-02-25,403.820,389.578,2001-02-25,2001-02-25,
2001-02-26,403.843,389.888,2001-02-26,2001-02-26,
2001-02-27,403.864,390.452,2001-02-27,2001-02-27,
2001-02-28,403.882,391.066,2001-02-28,2001-02-28,
2001-03-01,403.899,392.491,2001-03-01,2001-03-01,
2001-03-02,403.912,394.239,2001-03-02,2001-03-02,
2001-03-03,403.924,396.042,2001-03-03,2001-03-03,
2001-03-04,403.933,394.997,2001-03-04,2001-03-04,
2001-03-05,403.940,395.028,2001-03-05,2001-03-05,
2001-03-06,403.945,396.847,2001-03-06,2001-03-06,
2001-03-07,403.948,394.476,2001-03-07,2001-03-07,
2001-03-08,403.948,396.432,2001-03-08,2001-03-08,
2001-03-09,403.947,396.484,2001-03-09,2001-03-09,
2001-03-10,403.943,396.617,2001-03-10,2001-03-10,
2001-03-11,403.936,396.972,2001-03-11,2001-03-11,
2001-03-12,403.928,395.864,2001-03-12,2001-03-12,
2001-03-13,403.917,393.759,2001-03-13,2001-03-13,
2001-03-14,403.905,394.190,2001-03-14,2001-03-14,
2001-03-15,403.890,393.933,2001-03-15,2001-03-15,
2001-03-16,403.872,394.267,2001-03-16,2001-03-16,
2001-03-17,403.853,393.689,2001-03-17,2001-03-17,
2001-03-18,403.831,394.942,2001-03-18,2001-03-18,
2001-03-19,403.807,395.176,2001-03-19,2001-03-19,
2001-03-20,403.780,393.874,2001-03-20,2001-03-20,
2001-03-21,403.752,393.728,2001-03-21,2001-03-21,
2001-03-22,403.721,393.983,2001-03-22,2001-03-22,
2001-03-23,403.687,393.533,2001-03-23,2001-03-23,
2001-03-24,403.652,393.363,2001-03-24,2001-03-24,
2001-03-25,403.614,393.778,2001-03-25,2001-03-25,
2001-03-26,403.574,395.794,2001-03-26,2001-03-26,
2001-03-27,403.531,397.833,2001-03-27,2001-03-27,
2001-03-28,403.486,394.502,2001-03-28,2001-03-28,
2001-03-29,403.439,397.171,2001-03-29,2001-03-29,
2001-03-30,403.390,394.666,2001-03-30,2001-03-30,
2001-03-31,403.338,393.224,2001-03-31,2001-03-31,
2001-04-01,403.284,392.302,2001-04-01,2001-04-01,
2001-04-02,403.227,395.411,2001-04-02,2001-04-02,
2001-04-03,403.169,393.734,2001-04-03,2001-04-03,
2001-04-04,403.108,397.294,2001-04-04,2001-04-04,
2001-04-05,403.045,396.102,2001-04-05,2001-04-05,
2001-04-06,402.979,400.400,2001-04-06,2001-04-06,
2001-04-07,402.912,393.619,2001-04-07,2001-04-07,
2001-04-08,402.842,393.010,2001-04-08,2001-04-08,
2001-04-09,402.771,392.204,2001-04-09,2001-04-09,
2001-04-10,402.697,396.809,2001-04-10,2001-04-10,
2001-04-11,402.621,396.880,2001-04-11,2001-04-11,
2001-04-12,402.543,393.707,2001-04-12,2001-04-12,
2001-04-13,402.463,391.698,2001-04-13,2001-04-13,
2001-04-14,402.381,393.390,2001-04-14,2001-04-14,
2001-04-15,402.297,393.376,2001-04-15,2001-04-15,
2001-04-16,402.211,389.382,2001-04-16,2001-04-16,
2001-04-17,402.123,389.899,2001-04-17,2001-04-17,
2001-04-18,402.033,389.674,2001-04-18,2001-04-18,
2001-04-19,401.941,389.716,2001-04-19,2001-04-19,
2001-04-20,401.848,389.337,2001-04-20,2001-04-20,
2001-04-21,401.752,389.432,2001-04-21,2001-04-21,
2001-04-22,401.655,388.749,2001-04-22,2001-04-22,
2001-04-23,401.555,391.169,2001-04-23,2001-04-23,
2001-04-24,401.454,393.123,2001-04-24,2001-04-24,
2001-04-25,401.352,394.280,2001-04-25,2001-04-25,
2001-04-26,401.247,393.307,2001-04-26,2001-04-26,
2001-04-27,401.141,395.081,2001-04-27,2001-04-27,
2001-04-28,401.032,395.410,2001-04-28,2001-04-28,
2001-04-29,400.923,396.148,2001-04-29,2001-04-29,
2001-04-30,400.811,396.175,2001-04-30,2001-04-30,
2001-05-01,400.698,398.190,2001-05-01,2001-05-01,
2001-05-02,400.583,397.875,2001-05-02,2001-05-02,
2001-05-03,400.466,397.025,2001-05-03,2001-05-03,
2001-05-04,400.348,395.699,2001-05-04,2001-05-04,
2001-05-05,400.228,394.950,2001-05-05,2001-05-05,
2001-05-06,400.106,393.987,2001-05-06,2001-05-06,
2001-05-07,399.983,394.273,2001-05-07,2001-05-07,
2001-05-08,399.858,393.853,2001-05-08,2001-05-08,
2001-05-09,399.732,396.463,2001-05-09,2001-05-09,
2001-05-10,399.604,396.072,2001-05-10,2001-05-10,
2001-05-11,399.474,394.462,2001-05-11,2001-05-11,
2001-05-12,399.342,390.999,2001-05-12,2001-05-12,
2001-05-13,399.210,389.141,2001-05-13,2001-05-13,
2001-05-14,399.075,389.035,2001-05-14,2001-05-14,
2001-05-15,398.939,390.245,2001-05-15,2001-05-15,
2001-05-16,398.801,390.447,2001-05-16,2001-05-16,
2001-05-17,398.662,390.621,2001-05-17,2001-05-17,
2001-05-18,398.521,389.130,2001-05-18,2001-05-18,
2001-05-19,398.379,391.538,2001-05-19,2001-05-19,
2001-05-20,398.235,391.003,2001-05-20,2001-05-20,
2001-05-21,398.090,392.261,2001-05-21,2001-05-21,
2001-05-22,397.943,392.668,2001-05-22,2001-05-22,
2001-05-23,397.795,388.794,2001-05-23,2001-05-23,
2001-05-24,397.645,389.617,2001-05-24,2001-05-24,
2001-05-25,397.494,388.525,2001-05-25,2001-05-25,
2001-05-26,397.341,389.190,2001-05-26,2001-05-26,
2001-05-27,397.187,386.737,2001-05-27,2001-05-27,
2001-05-28,397.032,388.034,2001-05-28,2001-05-28,
2001-05-29,396.875,387.741,2001-05-29,2001-05-29,
2001-05-30,396.717,389.017,2001-05-30,2001-05-30,
2001-05-31,396.558,388.675,2001-05-31,2001-05-31,
2001-06-01,396.397,389.373,2001-06-01,2001-06-01,
2001-06-02,396.236,388.382,2001-06-02,2001-06-02,
2001-06-03,396.073,388.967,2001-06-03,2001-06-03,
2001-06-04,395.909,388.199,2001-06-04,2001-06-04,
2001-06-05,395.744,389.282,2001-06-05,2001-06-05,
2001-06-06,395.578,388.376,2001-06-06,2001-06-06,
2001-06-07,395.411,389.868,2001-06-07,2001-06-07,
2001-06-08,395.243,389.204,2001-06-08,2001-06-08,
2001-06-09,395.074,391.897,2001-06-09,2001-06-09,
2001-06-10,394.904,391.452,2001-06-10,2001-06-10,
2001-06-11,394.734,393.532,2001-06-11,2001-06-11,
2001-06-12,394.563,389.784,2001-06-12,2001-06-12,
2001-06-13,394.392,393.239,2001-06-13,2001-06-13,
2001-06-14,394.221,390.848,2001-06-14,2001-06-14,
2001-06-15,394.049,391.252,2001-06-15,2001-06-15,
2001-06-16,393.877,389.390,2001-06-16,2001-06-16,
2001-06-17,393.705,390.252,2001-06-17,2001-06-17,
2001-06-18,393.532,386.799,2001-06-18,2001-06-18,
2001-06-19,393.361,388.538,2001-06-19,2001-06-19,
2001-06-20,393.189,386.568,2001-06-20,2001-06-20,
2001-06-21,393.018,389.140,2001-06-21,2001-06-21,
2001-06-22,392.847,384.587,2001-06-22,2001-06-22,
2001-06-23,392.677,388.502,2001-06-23,2001-06-23,
2001-06-24,392.508,384.350,2001-06-24,2001-06-24,
2001-06-25,392.340,386.718,2001-06-25,2001-06-25,
2001-06-26,392.173,384.529,2001-06-26,2001-06-26,
2001-06-27,392.008,384.555,2001-06-27,2001-06-27,
2001-06-28,391.843,384.474,2001-06-28,2001-06-28,
2001-06-29,391.681,384.300,2001-06-29,2001-06-29,
2001-06-30,391.520,384.173,2001-06-30,2001-06-30,
2001-07-01,391.361,384.276,2001-07-01,2001-07-01,
2001-07-02,391.205,384.269,2001-07-02,2001-07-02,
2001-07-03,391.050,384.357,2001-07-03,2001-07-03,
2001-07-04,390.898,384.347,2001-07-04,2001-07-04,
2001-07-05,390.749,384.378,2001-07-05,2001-07-05,
2001-07-06,390.602,384.338,2001-07-06,2001-07-06,
2001-07-07,390.459,384.373,2001-07-07,2001-07-07,
2001-07-08,390.318,384.497,2001-07-08,2001-07-08,
2001-07-09,390.181,384.319,2001-07-09,2001-07-09,
2001-07-10,390.047,384.719,2001-07-10,2001-07-10,
2001-07-11,389.917,384.213,2001-07-11,2001-07-11,
2001-07-12,389.790,384.102,2001-07-12,2001-07-12,
2001-07-13,389.668,384.087,2001-07-13,2001-07-13,
2001-07-14,389.549,384.307,2001-07-14,2001-07-14,
2001-07-15,389.435,383.609,2001-07-15,2001-07-15,
2001-07-16,389.325,384.090,2001-07-16,2001-07-16,
2001-07-17,389.220,383.639,2001-07-17,2001-07-17,
2001-07-18,389.120,383.648,2001-07-18,2001-07-18,
2001-07-19,389.024,383.334,2001-07-19,2001-07-19,
2001-07-20,388.933,383.034,2001-07-20,2001-07-20,
2001-07-21,388.847,384.155,2001-07-21,2001-07-21,
2001-07-22,388.767,382.962,2001-07-22,2001-07-22,
2001-07-23,388.692,384.134,2001-07-23,2001-07-23,
2001-07-24,388.622,384.144,2001-07-24,2001-07-24,
2001-07-25,388.558,383.804,2001-07-25,2001-07-25,
2001-07-26,388.499,383.952,2001-07-26,2001-07-26,
2001-07-27,388.447,383.682,2001-07-27,2001-07-27,
2001-07-28,388.399,384.089,2001-07-28,2001-07-28,
2001-07-29,388.358,383.974,2001-07-29,2001-07-29,
2001-07-30,388.323,383.841,2001-07-30,2001-07-30,
2001-07-31,388.293,383.549,2001-07-31,2001-07-31,
2001-08-01,388.270,383.037,2001-08-01,2001-08-01,
2001-08-02,388.252,383.194,2001-08-02,2001-08-02,
2001-08-03,388.240,382.783,2001-08-03,2001-08-03,
2001-08-04,388.234,382.968,2001-08-04,2001-08-04,
2001-08-05,388.234,380.712,2001-08-05,2001-08-05,
2001-08-06,388.240,381.943,2001-08-06,2001-08-06,
2001-08-07,388.252,380.771,2001-08-07,2001-08-07,
2001-08-08,388.269,381.892,2001-08-08,2001-08-08,
2001-08-09,388.292,380.969,2001-08-09,2001-08-09,
2001-08-10,388.320,382.402,2001-08-10,2001-08-10,
2001-08-11,388.354,381.752,2001-08-11,2001-08-11,
2001-08-12,388.393,382.260,2001-08-12,2001-08-12,
2001-08-13,388.436,381.684,2001-08-13,2001-08-13,
2001-08-14,388.485,382.272,2001-08-14,2001-08-14,
2001-08-15,388.539,381.772,2001-08-15,2001-08-15,
2001-08-16,388.596,382.849,2001-08-16,2001-08-16,
2001-08-17,388.659,381.520,2001-08-17,2001-08-17,
2001-08-18,388.725,382.648,2001-08-18,2001-08-18,
2001-08-19,388.796,381.302,2001-08-19,2001-08-19,
2001-08-20,388.871,381.981,2001-08-20,2001-08-20,
2001-08-21,388.949,380.078,2001-08-21,2001-08-21,
2001-08-22,389.031,379.427,2001-08-22,2001-08-22,
2001-08-23,389.116,379.462,2001-08-23,2001-08-23,
2001-08-24,389.205,379.647,2001-08-24,2001-08-24,
2001-08-25,389.297,379.824,2001-08-25,2001-08-25,
2001-08-26,389.392,379.670,2001-08-26,2001-08-26,
2001-08-27,389.489,380.571,2001-08-27,2001-08-27,
2001-08-28,389.589,380.983,2001-08-28,2001-08-28,
2001-08-29,389.691,381.202,2001-08-29,2001-08-29,
2001-08-30,389.795,381.690,2001-08-30,2001-08-30,
2001-08-31,389.901,382.476,2001-08-31,2001-08-31,
2001-09-01,390.008,382.445,2001-09-01,2001-09-01,
2001-09-02,390.116,382.742,2001-09-02,2001-09-02,
2001-09-03,390.226,382.106,2001-09-03,2001-09-03,
2001-09-04,390.336,382.388,2001-09-04,2001-09-04,
2001-09-05,390.446,383.217,2001-09-05,2001-09-05,
2001-09-06,390.557,383.105,2001-09-06,2001-09-06,
2001-09-07,390.668,383.109,2001-09-07,2001-09-07,
2001-09-08,390.779,382.363,2001-09-08,2001-09-08,
2001-09-09,390.889,382.663,2001-09-09,2001-09-09,
2001-09-10,390.999,382.675,2001-09-10,2001-09-10,
2001-09-11,391.108,382.595,2001-09-11,2001-09-11,
2001-09-12,391.216,382.600,2001-09-12,2001-09-12,
2001-09-13,391.323,381.324,2001-09-13,2001-09-13,
2001-09-14,391.429,382.903,2001-09-14,2001-09-14,
2001-09-15,391.534,382.224,2001-09-15,2001-09-15,
2001-09-16,391.637,383.275,2001-09-16,2001-09-16,
2001-09-17,391.739,383.213,2001-09-17,2001-09-17,
2001-09-18,391.839,386.485,2001-09-18,2001-09-18,
2001-09-19,391.938,385.419,2001-09-19,2001-09-19,
2001-09-20,392.034,393.462,2001-09-20,2001-09-20,
2001-09-21,392.129,388.234,2001-09-21,2001-09-21,
2001-09-22,392.221,393.219,2001-09-22,2001-09-22,
2001-09-23,392.312,390.295,2001-09-23,2001-09-23,
2001-09-24,392.400,392.683,2001-09-24,2001-09-24,
2001-09-25,392.486,391.463,2001-09-25,2001-09-25,
2001-09-26,392.570,392.040,2001-09-26,2001-09-26,
2001-09-27,392.651,391.491,2001-09-27,2001-09-27,
2001-09-28,392.730,391.546,2001-09-28,2001-09-28,
2001-09-29,392.806,390.837,2001-09-29,2001-09-29,
2001-09-30,392.880,391.420,2001-09-30,2001-09-30,
2001-10-01,392.951,391.856,2001-10-01,2001-10-01,
2001-10-02,393.020,390.803,2001-10-02,2001-10-02,
2001-10-03,393.086,391.066,2001-10-03,2001-10-03,
2001-10-04,393.150,392.978,2001-10-04,2001-10-04,
2001-10-05,393.212,392.495,2001-10-05,2001-10-05,
2001-10-06,393.272,393.191,2001-10-06,2001-10-06,
2001-10-07,393.329,392.500,2001-10-07,2001-10-07,
2001-10-08,393.384,393.386,2001-10-08,2001-10-08,
2001-10-09,393.437,392.993,2001-10-09,2001-10-09,
2001-10-10,393.489,393.232,2001-10-10,2001-10-10,
2001-10-11,393.539,392.949,2001-10-11,2001-10-11,
2001-10-12,393.587,394.227,2001-10-12,2001-10-12,
2001-10-13,393.633,393.032,2001-10-13,2001-10-13,
2001-10-14,393.678,394.738,2001-10-14,2001-10-14,
2001-10-15,393.722,394.140,2001-10-15,2001-10-15,
2001-10-16,393.765,394.583,2001-10-16,2001-10-16,
2001-10-17,393.806,394.655,2001-10-17,2001-10-17,
2001-10-18,393.847,394.423,2001-10-18,2001-10-18,
2001-10-19,393.887,394.671,2001-10-19,2001-10-19,
2001-10-20,393.925,394.795,2001-10-20,2001-10-20,
2001-10-21,393.963,394.804,2001-10-21,2001-10-21,
2001-10-22,394.001,394.894,2001-10-22,2001-10-22,
2001-10-23,394.038,394.661,2001-10-23,2001-10-23,
2001-10-24,394.074,394.397,2001-10-24,2001-10-24,
2001-10-25,394.110,394.777,2001-10-25,2001-10-25,
2001-10-26,394.146,394.745,2001-10-26,2001-10-26,
2001-10-27,394.181,394.470,2001-10-27,2001-10-27,
2001-10-28,394.216,394.946,2001-10-28,2001-10-28,
2001-10-29,394.252,394.852,2001-10-29,2001-10-29,
2001-10-30,394.286,394.925,2001-10-30,2001-10-30,
2001-10-31,394.321,394.717,2001-10-31,2001-10-31,
2001-11-01,394.356,395.135,2001-11-01,2001-11-01,
2001-11-02,394.391,395.086,2001-11-02,2001-11-02,
2001-11-03,394.427,395.062,2001-11-03,2001-11-03,
2001-11-04,394.462,395.036,2001-11-04,2001-11-04,
2001-11-05,394.498,394.956,2001-11-05,2001-11-05,
2001-11-06,394.533,395.121,2001-11-06,2001-11-06,
2001-11-07,394.570,395.064,2001-11-07,2001-11-07,
2001-11-08,394.606,395.225,2001-11-08,2001-11-08,
2001-11-09,394.643,395.301,2001-11-09,2001-11-09,
2001-11-10,394.680,395.298,2001-11-10,2001-11-10,
2001-11-11,394.718,395.099,2001-11-11,2001-11-11,
2001-11-12,394.756,395.285,2001-11-12,2001-11-12,
2001-11-13,394.794,395.114,2001-11-13,2001-11-13,
2001-11-14,394.833,395.392,2001-11-14,2001-11-14,
2001-11-15,394.873,395.161,2001-11-15,2001-11-15,
2001-11-16,394.913,385.793,2001-11-16,2001-11-16,
2001-11-17,394.953,395.093,2001-11-17,2001-11-17,
2001-11-18,394.994,394.293,2001-11-18,2001-11-18,
2001-11-19,395.036,395.170,2001-11-19,2001-11-19,
2001-11-20,395.077,394.449,2001-11-20,2001-11-20,
2001-11-21,395.120,395.139,2001-11-21,2001-11-21,
2001-11-22,395.163,390.809,2001-11-22,2001-11-22,
2001-11-23,395.206,394.125,2001-11-23,2001-11-23,
2001-11-24,395.250,389.510,2001-11-24,2001-11-24,
2001-11-25,395.295,389.692,2001-11-25,2001-11-25,
2001-11-26,395.340,386.299,2001-11-26,2001-11-26,
2001-11-27,395.385,394.710,2001-11-27,2001-11-27,
2001-11-28,395.431,391.467,2001-11-28,2001-11-28,
2001-11-29,395.477,394.407,2001-11-29,2001-11-29,
2001-11-30,395.523,394.704,2001-11-30,2001-11-30,
2001-12-01,395.570,394.808,2001-12-01,2001-12-01,
2001-12-02,395.617,395.765,2001-12-02,2001-12-02,
2001-12-03,395.664,395.097,2001-12-03,2001-12-03,
2001-12-04,395.711,395.029,2001-12-04,2001-12-04,
2001-12-05,395.759,394.885,2001-12-05,2001-12-05,
2001-12-06,395.807,395.098,2001-12-06,2001-12-06,
2001-12-07,395.854,393.183,2001-12-07,2001-12-07,
2001-12-08,395.902,393.454,2001-12-08,2001-12-08,
2001-12-09,395.950,394.168,2001-12-09,2001-12-09,
2001-12-10,395.997,395.174,2001-12-10,2001-12-10,
2001-12-11,396.044,394.041,2001-12-11,2001-12-11,
2001-12-12,396.092,396.115,2001-12-12,2001-12-12,
2001-12-13,396.138,393.725,2001-12-13,2001-12-13,
2001-12-14,396.185,394.796,2001-12-14,2001-12-14,
2001-12-15,396.230,392.119,2001-12-15,2001-12-15,
2001-12-16,396.276,394.674,2001-12-16,2001-12-16,
2001-12-17,396.320,393.424,2001-12-17,2001-12-17,
2001-12-18,396.364,394.386,2001-12-18,2001-12-18,
2001-12-19,396.407,395.027,2001-12-19,2001-12-19,
2001-12-20,396.449,395.407,2001-12-20,2001-12-20,
2001-12-21,396.491,394.970,2001-12-21,2001-12-21,
2001-12-22,396.531,395.209,2001-12-22,2001-12-22,
2001-12-23,396.569,394.649,2001-12-23,2001-12-23,
2001-12-24,396.607,394.440,2001-12-24,2001-12-24,
2001-12-25,396.643,394.204,2001-12-25,2001-12-25,
2001-12-26,396.677,393.756,2001-12-26,2001-12-26,
2001-12-27,396.710,393.848,2001-12-27,2001-12-27,
2001-12-28,396.741,393.369,2001-12-28,2001-12-28,
2001-12-29,396.770,392.231,2001-12-29,2001-12-29,
2001-12-30,396.797,393.024,2001-12-30,2001-12-30,
2001-12-31,396.822,392.507,2001-12-31,2001-12-31,
2002-01-01,396.844,392.516,2002-01-01,2002-01-01,
2002-01-02,396.864,392.404,2002-01-02,2002-01-02,
2002-01-03,396.881,392.019,2002-01-03,2002-01-03,
2002-01-04,396.896,392.769,2002-01-04,2002-01-04,
2002-01-05,396.908,393.163,2002-01-05,2002-01-05,
2002-01-06,396.916,392.599,2002-01-06,2002-01-06,
2002-01-07,396.922,390.186,2002-01-07,2002-01-07,
2002-01-08,396.924,390.701,2002-01-08,2002-01-08,
2002-01-09,396.923,391.183,2002-01-09,2002-01-09,
2002-01-10,396.917,389.866,2002-01-10,2002-01-10,
2002-01-11,396.909,388.185,2002-01-11,2002-01-11,
2002-01-12,396.896,388.303,2002-01-12,2002-01-12,
2002-01-13,396.879,390.560,2002-01-13,2002-01-13,
2002-01-14,396.858,392.024,2002-01-14,2002-01-14,
2002-01-15,396.832,392.539,2002-01-15,2002-01-15,
2002-01-16,396.803,389.451,2002-01-16,2002-01-16,
2002-01-17,396.769,391.851,2002-01-17,2002-01-17,
2002-01-18,396.730,388.042,2002-01-18,2002-01-18,
2002-01-19,396.687,387.911,2002-01-19,2002-01-19,
2002-01-20,396.640,386.428,2002-01-20,2002-01-20,
2002-01-21,396.587,384.438,2002-01-21,2002-01-21,
2002-01-22,396.531,386.233,2002-01-22,2002-01-22,
2002-01-23,396.470,386.024,2002-01-23,2002-01-23,
2002-01-24,396.404,385.855,2002-01-24,2002-01-24,
2002-01-25,396.334,390.186,2002-01-25,2002-01-25,
2002-01-26,396.260,389.534,2002-01-26,2002-01-26,
2002-01-27,396.181,388.711,2002-01-27,2002-01-27,
2002-01-28,396.098,387.096,2002-01-28,2002-01-28,
2002-01-29,396.010,387.223,2002-01-29,2002-01-29,
2002-01-30,395.918,386.928,2002-01-30,2002-01-30,
2002-01-31,395.822,387.287,2002-01-31,2002-01-31,
2002-02-01,395.721,387.073,2002-02-01,2002-02-01,
2002-02-02,395.617,387.595,2002-02-02,2002-02-02,
2002-02-03,395.508,386.472,2002-02-03,2002-02-03,
2002-02-04,395.396,387.707,2002-02-04,2002-02-04,
2002-02-05,395.280,387.062,2002-02-05,2002-02-05,
2002-02-06,395.161,390.781,2002-02-06,2002-02-06,
2002-02-07,395.038,386.270,2002-02-07,2002-02-07,
2002-02-08,394.912,390.850,2002-02-08,2002-02-08,
2002-02-09,394.784,387.843,2002-02-09,2002-02-09,
2002-02-10,394.653,390.508,2002-02-10,2002-02-10,
2002-02-11,394.519,386.130,2002-02-11,2002-02-11,
2002-02-12,394.383,389.541,2002-02-12,2002-02-12,
